order_id,experiment,variant,enrolled_at
ORD-008751,exp1_login_modal,control,2024-04-29T14:58:36
ORD-008754,exp1_login_modal,control,2024-02-19T16:41:02
ORD-008758,exp1_login_modal,variant_b,2024-04-26T12:55:13
ORD-008763,exp1_login_modal,control,2024-04-14T19:00:34
ORD-008765,exp1_login_modal,variant_b,2024-01-23T10:35:35
ORD-008766,exp1_login_modal,control,2024-05-28T17:16:49
ORD-008768,exp1_login_modal,control,2024-03-22T15:47:08
ORD-008772,exp1_login_modal,variant_b,2024-02-10T05:00:15
ORD-008775,exp1_login_modal,variant_b,2024-01-21T11:13:02
ORD-008781,exp1_login_modal,variant_b,2024-04-26T03:21:07
ORD-008786,exp1_login_modal,control,2024-04-22T20:12:47
ORD-008788,exp1_login_modal,variant_b,2024-04-01T10:10:26
ORD-008790,exp1_login_modal,variant_b,2024-02-01T16:38:07
ORD-008793,exp1_login_modal,variant_b,2024-06-16T08:35:25
ORD-008794,exp1_login_modal,control,2024-02-20T02:38:19
ORD-008795,exp1_login_modal,variant_b,2024-06-21T04:57:22
ORD-008799,exp1_login_modal,control,2024-05-07T02:54:32
ORD-008803,exp1_login_modal,variant_b,2024-03-28T18:10:08
ORD-008806,exp1_login_modal,variant_b,2024-01-06T22:51:07
ORD-008809,exp1_login_modal,variant_b,2024-06-14T09:40:39
ORD-008812,exp1_login_modal,control,2024-05-07T22:35:42
ORD-008828,exp1_login_modal,variant_b,2024-05-25T04:29:48
ORD-008830,exp1_login_modal,control,2024-05-04T00:40:39
ORD-008839,exp1_login_modal,variant_b,2024-05-05T02:29:11
ORD-008841,exp1_login_modal,control,2024-01-30T17:46:57
ORD-008848,exp1_login_modal,variant_b,2024-03-17T11:01:14
ORD-008851,exp1_login_modal,variant_b,2024-02-10T17:07:13
ORD-008856,exp1_login_modal,control,2024-02-06T15:04:28
ORD-008858,exp1_login_modal,control,2024-05-20T06:45:52
ORD-008867,exp1_login_modal,variant_b,2024-04-23T14:09:47
ORD-008869,exp1_login_modal,variant_b,2024-01-29T20:28:14
ORD-008870,exp1_login_modal,variant_b,2024-01-10T20:23:42
ORD-008874,exp1_login_modal,variant_b,2024-06-15T05:43:29
ORD-008878,exp1_login_modal,variant_b,2024-04-03T05:08:25
ORD-008879,exp1_login_modal,control,2024-02-09T19:50:38
ORD-008885,exp1_login_modal,control,2024-04-14T22:02:15
ORD-008886,exp1_login_modal,variant_b,2024-04-15T13:57:50
ORD-008889,exp1_login_modal,variant_b,2024-01-04T00:18:16
ORD-008890,exp1_login_modal,variant_b,2024-04-10T17:42:38
ORD-008894,exp1_login_modal,variant_b,2024-02-24T10:26:38
ORD-008895,exp1_login_modal,control,2024-04-10T02:08:55
ORD-008896,exp1_login_modal,control,2024-05-29T13:08:00
ORD-008901,exp1_login_modal,control,2024-05-15T08:04:39
ORD-008904,exp1_login_modal,variant_b,2024-04-30T22:18:49
ORD-008916,exp1_login_modal,variant_b,2024-04-30T15:55:33
ORD-008921,exp1_login_modal,control,2024-02-23T22:04:46
ORD-008926,exp1_login_modal,variant_b,2024-01-10T10:02:29
ORD-008928,exp1_login_modal,control,2024-06-20T16:58:06
ORD-008929,exp1_login_modal,variant_b,2024-01-11T03:05:54
ORD-008930,exp1_login_modal,control,2024-03-25T03:45:33
ORD-008934,exp1_login_modal,control,2024-03-09T03:48:37
ORD-008935,exp1_login_modal,variant_b,2024-04-27T11:33:29
ORD-008936,exp1_login_modal,variant_b,2024-01-12T18:02:17
ORD-008942,exp1_login_modal,control,2024-05-30T15:52:29
ORD-008946,exp1_login_modal,variant_b,2024-05-16T00:58:45
ORD-008964,exp1_login_modal,control,2024-05-26T00:18:47
ORD-008965,exp1_login_modal,variant_b,2024-06-04T21:20:51
ORD-008969,exp1_login_modal,control,2024-03-26T17:43:30
ORD-008973,exp1_login_modal,control,2024-03-28T01:20:36
ORD-008975,exp1_login_modal,variant_b,2024-01-23T16:12:55
ORD-008977,exp1_login_modal,control,2024-04-04T03:58:08
ORD-008981,exp1_login_modal,control,2024-05-15T09:14:38
ORD-008987,exp1_login_modal,control,2024-02-10T21:06:07
ORD-008989,exp1_login_modal,control,2024-05-31T12:40:49
ORD-008991,exp1_login_modal,control,2024-04-02T04:44:27
ORD-009000,exp1_login_modal,control,2024-03-09T21:53:37
ORD-009001,exp1_login_modal,variant_b,2024-01-28T02:25:37
ORD-009002,exp1_login_modal,control,2024-04-23T20:54:37
ORD-009007,exp1_login_modal,control,2024-01-28T13:24:46
ORD-009009,exp1_login_modal,control,2024-05-29T16:07:45
ORD-009020,exp1_login_modal,control,2024-05-12T00:55:06
ORD-009023,exp1_login_modal,control,2024-06-21T03:55:29
ORD-009024,exp1_login_modal,variant_b,2024-02-16T20:38:19
ORD-009029,exp1_login_modal,control,2024-01-31T16:03:21
ORD-009031,exp1_login_modal,control,2024-01-28T21:08:42
ORD-009032,exp1_login_modal,control,2024-06-20T20:38:45
ORD-009034,exp1_login_modal,variant_b,2024-03-25T16:50:21
ORD-009037,exp1_login_modal,variant_b,2024-04-25T21:19:41
ORD-009041,exp1_login_modal,variant_b,2024-04-20T01:22:50
ORD-009045,exp1_login_modal,variant_b,2024-04-23T02:21:58
ORD-009046,exp1_login_modal,control,2024-04-09T06:09:56
ORD-009047,exp1_login_modal,control,2024-06-06T19:02:55
ORD-009049,exp1_login_modal,variant_b,2024-03-10T19:12:27
ORD-009051,exp1_login_modal,variant_b,2024-02-11T09:09:52
ORD-009057,exp1_login_modal,variant_b,2024-04-11T19:02:01
ORD-009060,exp1_login_modal,control,2024-01-17T04:57:13
ORD-009061,exp1_login_modal,control,2024-02-28T19:18:14
ORD-009066,exp1_login_modal,variant_b,2024-04-27T20:35:57
ORD-009067,exp1_login_modal,control,2024-03-14T00:23:55
ORD-009068,exp1_login_modal,control,2024-06-16T22:47:32
ORD-009071,exp1_login_modal,variant_b,2024-01-31T22:40:20
ORD-009073,exp1_login_modal,variant_b,2024-04-18T00:43:32
ORD-009075,exp1_login_modal,variant_b,2024-03-18T23:05:43
ORD-009076,exp1_login_modal,variant_b,2024-02-21T00:03:09
ORD-009083,exp1_login_modal,variant_b,2024-01-09T08:23:46
ORD-009086,exp1_login_modal,variant_b,2024-01-09T13:28:49
ORD-009088,exp1_login_modal,variant_b,2024-03-17T00:12:51
ORD-009092,exp1_login_modal,variant_b,2024-06-23T14:12:49
ORD-009093,exp1_login_modal,variant_b,2024-03-11T09:47:23
ORD-009094,exp1_login_modal,control,2024-06-04T04:17:39
ORD-009097,exp1_login_modal,variant_b,2024-01-22T12:06:31
ORD-009101,exp1_login_modal,control,2024-06-05T23:27:26
ORD-009104,exp1_login_modal,control,2024-06-03T21:04:22
ORD-009105,exp1_login_modal,control,2024-04-14T19:15:49
ORD-009107,exp1_login_modal,control,2024-05-19T11:22:48
ORD-009116,exp1_login_modal,variant_b,2024-06-26T10:11:14
ORD-009121,exp1_login_modal,variant_b,2024-04-14T20:10:33
ORD-009125,exp1_login_modal,variant_b,2024-06-21T08:26:30
ORD-009129,exp1_login_modal,control,2024-04-01T05:50:44
ORD-009130,exp1_login_modal,control,2024-03-23T14:45:14
ORD-009133,exp1_login_modal,control,2024-06-26T18:48:17
ORD-009134,exp1_login_modal,variant_b,2024-02-24T21:42:30
ORD-009136,exp1_login_modal,control,2024-03-02T02:45:56
ORD-009137,exp1_login_modal,control,2024-01-15T04:02:48
ORD-009138,exp1_login_modal,control,2024-01-16T15:43:10
ORD-009142,exp1_login_modal,variant_b,2024-06-08T13:29:03
ORD-009144,exp1_login_modal,control,2024-01-14T03:43:00
ORD-009145,exp1_login_modal,control,2024-04-01T19:30:35
ORD-009147,exp1_login_modal,control,2024-04-09T05:05:54
ORD-009148,exp1_login_modal,control,2024-06-14T04:52:49
ORD-009153,exp1_login_modal,variant_b,2024-06-22T12:24:54
ORD-009157,exp1_login_modal,control,2024-03-12T11:44:58
ORD-009159,exp1_login_modal,variant_b,2024-04-13T17:07:54
ORD-009161,exp1_login_modal,variant_b,2024-02-08T12:57:46
ORD-009165,exp1_login_modal,variant_b,2024-01-04T03:17:10
ORD-009166,exp1_login_modal,control,2024-06-27T01:05:44
ORD-009167,exp1_login_modal,control,2024-05-06T16:01:06
ORD-009173,exp1_login_modal,variant_b,2024-02-02T22:58:45
ORD-009176,exp1_login_modal,control,2024-06-12T00:19:55
ORD-009178,exp1_login_modal,variant_b,2024-04-21T10:56:30
ORD-009182,exp1_login_modal,control,2024-06-29T08:59:00
ORD-009184,exp1_login_modal,variant_b,2024-04-27T09:11:38
ORD-009185,exp1_login_modal,variant_b,2024-05-20T18:11:17
ORD-009188,exp1_login_modal,control,2024-02-17T21:37:44
ORD-009190,exp1_login_modal,control,2024-02-05T11:54:01
ORD-009194,exp1_login_modal,variant_b,2024-04-13T03:35:29
ORD-009202,exp1_login_modal,control,2024-06-12T06:05:33
ORD-009206,exp1_login_modal,control,2024-04-02T17:44:36
ORD-009208,exp1_login_modal,variant_b,2024-05-28T08:22:29
ORD-009210,exp1_login_modal,control,2024-05-08T14:05:40
ORD-009213,exp1_login_modal,control,2024-04-28T11:25:23
ORD-009218,exp1_login_modal,control,2024-04-29T15:27:29
ORD-009219,exp1_login_modal,control,2024-03-16T18:49:21
ORD-009220,exp1_login_modal,control,2024-05-23T14:58:31
ORD-009221,exp1_login_modal,variant_b,2024-02-14T00:17:26
ORD-009222,exp1_login_modal,control,2024-06-26T11:09:20
ORD-009223,exp1_login_modal,variant_b,2024-02-01T05:59:43
ORD-009224,exp1_login_modal,control,2024-01-07T02:35:20
ORD-009227,exp1_login_modal,control,2024-01-02T05:36:56
ORD-009228,exp1_login_modal,control,2024-06-18T12:30:09
ORD-009239,exp1_login_modal,control,2024-06-16T21:00:16
ORD-009240,exp1_login_modal,variant_b,2024-03-10T10:32:06
ORD-009243,exp1_login_modal,variant_b,2024-03-06T17:12:19
ORD-009245,exp1_login_modal,control,2024-01-16T10:38:44
ORD-009250,exp1_login_modal,control,2024-05-20T12:23:46
ORD-009263,exp1_login_modal,control,2024-06-03T09:22:35
ORD-009264,exp1_login_modal,control,2024-01-05T05:31:01
ORD-009265,exp1_login_modal,control,2024-04-29T03:37:26
ORD-009266,exp1_login_modal,control,2024-01-26T11:07:51
ORD-009269,exp1_login_modal,control,2024-05-04T21:46:52
ORD-009270,exp1_login_modal,variant_b,2024-05-24T08:23:56
ORD-009272,exp1_login_modal,variant_b,2024-02-25T16:41:05
ORD-009276,exp1_login_modal,control,2024-06-15T09:21:46
ORD-009278,exp1_login_modal,control,2024-06-03T04:59:54
ORD-009279,exp1_login_modal,variant_b,2024-01-16T06:54:04
ORD-009281,exp1_login_modal,variant_b,2024-01-11T01:38:07
ORD-009282,exp1_login_modal,variant_b,2024-05-03T23:26:36
ORD-009284,exp1_login_modal,control,2024-01-26T05:51:10
ORD-009291,exp1_login_modal,variant_b,2024-02-28T08:37:34
ORD-009292,exp1_login_modal,variant_b,2024-05-10T19:20:04
ORD-009297,exp1_login_modal,variant_b,2024-01-20T04:42:48
ORD-009299,exp1_login_modal,variant_b,2024-05-04T11:57:29
ORD-009300,exp1_login_modal,control,2024-06-10T12:41:03
ORD-009301,exp1_login_modal,control,2024-01-28T16:05:18
ORD-009311,exp1_login_modal,control,2024-02-04T18:08:05
ORD-009315,exp1_login_modal,variant_b,2024-04-27T00:16:54
ORD-009320,exp1_login_modal,variant_b,2024-02-23T23:21:28
ORD-009325,exp1_login_modal,variant_b,2024-06-02T11:06:00
ORD-009326,exp1_login_modal,control,2024-01-04T16:16:22
ORD-009328,exp1_login_modal,variant_b,2024-05-21T09:38:56
ORD-009329,exp1_login_modal,control,2024-02-15T13:16:16
ORD-009335,exp1_login_modal,variant_b,2024-04-10T21:45:14
ORD-009338,exp1_login_modal,control,2024-05-03T14:09:19
ORD-009341,exp1_login_modal,variant_b,2024-04-25T19:28:35
ORD-009346,exp1_login_modal,control,2024-01-12T04:48:21
ORD-009350,exp1_login_modal,control,2024-04-16T16:52:30
ORD-009354,exp1_login_modal,control,2024-04-14T16:39:39
ORD-009355,exp1_login_modal,variant_b,2024-04-30T17:25:51
ORD-009363,exp1_login_modal,control,2024-01-13T20:12:37
ORD-009366,exp1_login_modal,control,2024-05-04T09:56:12
ORD-009373,exp1_login_modal,control,2024-06-24T06:54:24
ORD-009374,exp1_login_modal,control,2024-02-20T19:42:03
ORD-009378,exp1_login_modal,variant_b,2024-04-25T20:00:39
ORD-009382,exp1_login_modal,variant_b,2024-05-27T10:18:54
ORD-009384,exp1_login_modal,control,2024-01-06T18:52:26
ORD-009385,exp1_login_modal,variant_b,2024-05-11T17:18:08
ORD-009386,exp1_login_modal,variant_b,2024-05-16T08:37:55
ORD-009387,exp1_login_modal,control,2024-01-12T09:39:15
ORD-009388,exp1_login_modal,control,2024-01-18T22:26:50
ORD-009389,exp1_login_modal,control,2024-05-13T06:12:05
ORD-009391,exp1_login_modal,control,2024-02-11T03:22:42
ORD-009393,exp1_login_modal,variant_b,2024-02-11T05:09:54
ORD-009397,exp1_login_modal,variant_b,2024-02-21T05:57:11
ORD-009404,exp1_login_modal,control,2024-01-03T16:53:37
ORD-009405,exp1_login_modal,variant_b,2024-06-23T05:23:11
ORD-009409,exp1_login_modal,control,2024-04-05T07:26:27
ORD-009410,exp1_login_modal,variant_b,2024-05-29T18:30:17
ORD-009413,exp1_login_modal,control,2024-02-06T08:19:51
ORD-009416,exp1_login_modal,control,2024-06-17T17:31:29
ORD-009425,exp1_login_modal,control,2024-01-18T10:15:48
ORD-009427,exp1_login_modal,variant_b,2024-02-18T04:34:11
ORD-009428,exp1_login_modal,variant_b,2024-06-03T23:23:20
ORD-009432,exp1_login_modal,control,2024-05-01T14:35:58
ORD-009434,exp1_login_modal,control,2024-06-10T09:18:22
ORD-009435,exp1_login_modal,control,2024-01-24T16:40:21
ORD-009439,exp1_login_modal,control,2024-05-19T21:30:07
ORD-009440,exp1_login_modal,variant_b,2024-05-21T21:00:04
ORD-009441,exp1_login_modal,variant_b,2024-05-25T16:11:09
ORD-009444,exp1_login_modal,variant_b,2024-04-29T03:07:18
ORD-009450,exp1_login_modal,control,2024-05-16T16:49:59
ORD-009451,exp1_login_modal,variant_b,2024-05-06T05:56:08
ORD-009453,exp1_login_modal,control,2024-06-12T04:36:32
ORD-009460,exp1_login_modal,control,2024-02-04T06:54:22
ORD-009463,exp1_login_modal,variant_b,2024-01-24T21:25:12
ORD-009464,exp1_login_modal,variant_b,2024-01-02T10:20:49
ORD-009466,exp1_login_modal,variant_b,2024-05-16T13:23:08
ORD-009468,exp1_login_modal,control,2024-06-06T15:46:27
ORD-009470,exp1_login_modal,control,2024-01-20T23:39:11
ORD-009481,exp1_login_modal,variant_b,2024-02-14T09:46:27
ORD-009482,exp1_login_modal,variant_b,2024-01-26T15:22:57
ORD-009489,exp1_login_modal,variant_b,2024-03-21T13:26:57
ORD-009490,exp1_login_modal,control,2024-03-11T06:35:33
ORD-009492,exp1_login_modal,control,2024-02-27T22:51:06
ORD-009493,exp1_login_modal,control,2024-05-18T12:32:12
ORD-009498,exp1_login_modal,control,2024-01-12T09:20:56
ORD-009499,exp1_login_modal,control,2024-02-11T11:29:22
ORD-009502,exp1_login_modal,variant_b,2024-01-07T06:43:58
ORD-009504,exp1_login_modal,variant_b,2024-06-04T19:31:04
ORD-009509,exp1_login_modal,variant_b,2024-01-02T23:20:23
ORD-009515,exp1_login_modal,variant_b,2024-02-27T08:49:23
ORD-009520,exp1_login_modal,variant_b,2024-05-13T13:58:28
ORD-009522,exp1_login_modal,variant_b,2024-03-03T19:09:38
ORD-009524,exp1_login_modal,control,2024-02-27T09:36:12
ORD-009526,exp1_login_modal,control,2024-02-06T13:06:38
ORD-009537,exp1_login_modal,variant_b,2024-03-14T00:23:50
ORD-009538,exp1_login_modal,variant_b,2024-04-17T18:51:47
ORD-009542,exp1_login_modal,control,2024-03-24T20:56:17
ORD-009544,exp1_login_modal,variant_b,2024-01-28T08:53:56
ORD-009550,exp1_login_modal,control,2024-04-04T22:50:27
ORD-009553,exp1_login_modal,variant_b,2024-06-02T17:48:42
ORD-009554,exp1_login_modal,control,2024-05-22T14:48:24
ORD-009558,exp1_login_modal,control,2024-06-21T17:57:51
ORD-009559,exp1_login_modal,control,2024-05-04T23:00:13
ORD-009560,exp1_login_modal,control,2024-03-21T05:25:35
ORD-009562,exp1_login_modal,control,2024-02-12T10:00:16
ORD-009564,exp1_login_modal,variant_b,2024-03-20T10:24:26
ORD-009566,exp1_login_modal,variant_b,2024-06-22T08:40:14
ORD-009567,exp1_login_modal,variant_b,2024-05-31T11:51:58
ORD-009573,exp1_login_modal,control,2024-02-07T10:24:42
ORD-009574,exp1_login_modal,control,2024-06-05T06:36:23
ORD-009576,exp1_login_modal,variant_b,2024-02-19T13:57:48
ORD-009580,exp1_login_modal,variant_b,2024-05-31T03:47:33
ORD-009585,exp1_login_modal,control,2024-03-19T13:34:36
ORD-009587,exp1_login_modal,control,2024-02-24T14:57:39
ORD-009588,exp1_login_modal,control,2024-03-24T22:20:21
ORD-009595,exp1_login_modal,control,2024-05-07T02:20:25
ORD-009602,exp1_login_modal,control,2024-04-04T12:06:14
ORD-009604,exp1_login_modal,control,2024-04-09T04:58:01
ORD-009605,exp1_login_modal,variant_b,2024-04-13T01:29:34
ORD-009606,exp1_login_modal,control,2024-03-22T01:27:09
ORD-009611,exp1_login_modal,control,2024-04-21T02:31:07
ORD-009618,exp1_login_modal,control,2024-02-24T06:16:38
ORD-009621,exp1_login_modal,variant_b,2024-04-19T02:22:11
ORD-009622,exp1_login_modal,control,2024-03-05T00:38:11
ORD-009625,exp1_login_modal,control,2024-03-20T01:49:05
ORD-009626,exp1_login_modal,control,2024-05-04T09:30:54
ORD-009627,exp1_login_modal,control,2024-03-23T20:18:11
ORD-009631,exp1_login_modal,variant_b,2024-03-07T12:52:56
ORD-009633,exp1_login_modal,control,2024-04-08T01:56:36
ORD-009637,exp1_login_modal,variant_b,2024-02-24T18:26:17
ORD-009638,exp1_login_modal,variant_b,2024-05-04T08:37:41
ORD-009640,exp1_login_modal,variant_b,2024-06-26T06:49:18
ORD-009643,exp1_login_modal,variant_b,2024-02-29T00:50:12
ORD-009645,exp1_login_modal,control,2024-06-15T17:17:19
ORD-009648,exp1_login_modal,control,2024-06-02T12:56:32
ORD-009649,exp1_login_modal,variant_b,2024-06-03T05:53:56
ORD-009650,exp1_login_modal,control,2024-03-13T12:32:38
ORD-009651,exp1_login_modal,variant_b,2024-05-03T05:27:30
ORD-009652,exp1_login_modal,control,2024-06-01T06:42:46
ORD-009654,exp1_login_modal,control,2024-01-23T11:39:24
ORD-009658,exp1_login_modal,variant_b,2024-05-14T16:29:58
ORD-009662,exp1_login_modal,variant_b,2024-06-01T11:48:33
ORD-009663,exp1_login_modal,control,2024-01-05T03:43:09
ORD-009665,exp1_login_modal,control,2024-03-18T17:19:41
ORD-009666,exp1_login_modal,control,2024-04-09T18:55:02
ORD-009667,exp1_login_modal,control,2024-05-04T03:56:08
ORD-009669,exp1_login_modal,control,2024-06-19T20:19:44
ORD-009673,exp1_login_modal,variant_b,2024-06-10T10:36:03
ORD-009675,exp1_login_modal,control,2024-04-04T04:47:34
ORD-009676,exp1_login_modal,variant_b,2024-03-08T15:55:55
ORD-009678,exp1_login_modal,variant_b,2024-02-15T20:30:27
ORD-009681,exp1_login_modal,variant_b,2024-03-15T09:03:04
ORD-009685,exp1_login_modal,variant_b,2024-06-24T04:21:24
ORD-009686,exp1_login_modal,control,2024-03-27T18:34:25
ORD-009693,exp1_login_modal,control,2024-04-28T10:21:44
ORD-009694,exp1_login_modal,control,2024-03-29T22:37:41
ORD-009701,exp1_login_modal,variant_b,2024-02-14T08:21:50
ORD-009705,exp1_login_modal,variant_b,2024-05-01T22:19:57
ORD-009712,exp1_login_modal,variant_b,2024-03-17T04:22:59
ORD-009714,exp1_login_modal,control,2024-04-10T03:23:50
ORD-009715,exp1_login_modal,control,2024-04-20T02:30:45
ORD-009716,exp1_login_modal,control,2024-06-04T21:36:10
ORD-009717,exp1_login_modal,control,2024-01-26T14:57:34
ORD-009718,exp1_login_modal,variant_b,2024-05-16T01:10:37
ORD-009722,exp1_login_modal,variant_b,2024-04-30T04:42:31
ORD-009725,exp1_login_modal,variant_b,2024-06-29T04:06:13
ORD-009726,exp1_login_modal,control,2024-03-30T17:51:58
ORD-009731,exp1_login_modal,variant_b,2024-02-21T23:48:35
ORD-009735,exp1_login_modal,variant_b,2024-02-11T12:24:24
ORD-009736,exp1_login_modal,variant_b,2024-06-21T09:11:23
ORD-009738,exp1_login_modal,variant_b,2024-02-24T15:37:05
ORD-009743,exp1_login_modal,control,2024-06-22T07:52:27
ORD-009744,exp1_login_modal,control,2024-06-09T07:20:54
ORD-009748,exp1_login_modal,control,2024-06-03T09:23:02
ORD-009753,exp1_login_modal,variant_b,2024-05-18T08:06:08
ORD-009755,exp1_login_modal,control,2024-03-29T05:20:46
ORD-009756,exp1_login_modal,variant_b,2024-01-24T01:48:12
ORD-009762,exp1_login_modal,variant_b,2024-05-12T22:11:21
ORD-009764,exp1_login_modal,control,2024-01-28T14:38:40
ORD-009766,exp1_login_modal,variant_b,2024-06-21T10:54:22
ORD-009768,exp1_login_modal,variant_b,2024-04-25T09:37:52
ORD-009770,exp1_login_modal,variant_b,2024-05-27T22:31:17
ORD-009777,exp1_login_modal,control,2024-06-10T16:05:42
ORD-009779,exp1_login_modal,variant_b,2024-06-22T23:28:00
ORD-009784,exp1_login_modal,variant_b,2024-06-21T04:10:35
ORD-009790,exp1_login_modal,control,2024-01-24T10:56:03
ORD-009795,exp1_login_modal,variant_b,2024-01-06T16:02:21
ORD-009804,exp1_login_modal,control,2024-01-19T17:21:43
ORD-009805,exp1_login_modal,variant_b,2024-02-24T12:29:40
ORD-009807,exp1_login_modal,variant_b,2024-02-01T22:43:13
ORD-009808,exp1_login_modal,variant_b,2024-01-05T22:29:14
ORD-009809,exp1_login_modal,variant_b,2024-05-19T19:24:56
ORD-009815,exp1_login_modal,variant_b,2024-05-29T04:07:30
ORD-009822,exp1_login_modal,variant_b,2024-06-13T19:01:58
ORD-009823,exp1_login_modal,variant_b,2024-03-06T13:06:11
ORD-009825,exp1_login_modal,variant_b,2024-04-12T17:20:07
ORD-009833,exp1_login_modal,variant_b,2024-04-07T12:02:14
ORD-009835,exp1_login_modal,variant_b,2024-01-25T15:15:32
ORD-009838,exp1_login_modal,variant_b,2024-01-25T23:45:51
ORD-009839,exp1_login_modal,variant_b,2024-01-23T05:49:21
ORD-009842,exp1_login_modal,variant_b,2024-06-12T02:15:43
ORD-009843,exp1_login_modal,control,2024-02-06T01:34:25
ORD-009846,exp1_login_modal,variant_b,2024-03-13T14:37:35
ORD-009853,exp1_login_modal,control,2024-01-30T07:27:54
ORD-009864,exp1_login_modal,variant_b,2024-03-03T11:22:40
ORD-009866,exp1_login_modal,variant_b,2024-02-25T05:16:52
ORD-009867,exp1_login_modal,control,2024-03-31T01:18:01
ORD-009870,exp1_login_modal,variant_b,2024-04-12T13:54:18
ORD-009882,exp1_login_modal,variant_b,2024-01-15T00:14:40
ORD-009886,exp1_login_modal,variant_b,2024-04-04T02:50:51
ORD-009888,exp1_login_modal,variant_b,2024-03-25T14:32:42
ORD-009892,exp1_login_modal,variant_b,2024-06-05T16:32:46
ORD-009893,exp1_login_modal,control,2024-03-20T02:32:48
ORD-009896,exp1_login_modal,control,2024-05-02T05:00:32
ORD-009897,exp1_login_modal,variant_b,2024-04-10T22:20:18
ORD-009898,exp1_login_modal,control,2024-01-27T03:36:04
ORD-009908,exp1_login_modal,variant_b,2024-03-03T12:24:22
ORD-009909,exp1_login_modal,control,2024-04-11T21:10:54
ORD-009911,exp1_login_modal,variant_b,2024-04-17T15:48:04
ORD-009913,exp1_login_modal,variant_b,2024-06-29T03:35:30
ORD-009914,exp1_login_modal,variant_b,2024-05-22T22:46:13
ORD-009919,exp1_login_modal,control,2024-02-02T11:50:14
ORD-009924,exp1_login_modal,variant_b,2024-03-20T09:36:35
ORD-009928,exp1_login_modal,control,2024-04-28T06:10:40
ORD-009929,exp1_login_modal,variant_b,2024-03-10T19:11:20
ORD-009931,exp1_login_modal,variant_b,2024-05-07T03:33:50
ORD-009933,exp1_login_modal,variant_b,2024-04-04T19:24:31
ORD-009936,exp1_login_modal,variant_b,2024-02-27T19:10:40
ORD-009938,exp1_login_modal,variant_b,2024-02-23T08:50:25
ORD-009945,exp1_login_modal,control,2024-05-07T12:50:42
ORD-009946,exp1_login_modal,control,2024-06-04T18:21:50
ORD-009947,exp1_login_modal,variant_b,2024-03-27T16:12:16
ORD-009950,exp1_login_modal,variant_b,2024-05-21T13:00:33
ORD-009953,exp1_login_modal,variant_b,2024-06-01T09:04:11
ORD-009957,exp1_login_modal,control,2024-05-13T19:25:11
ORD-009959,exp1_login_modal,variant_b,2024-02-11T06:54:17
ORD-009962,exp1_login_modal,control,2024-05-04T11:00:57
ORD-009964,exp1_login_modal,control,2024-01-31T11:09:17
ORD-009967,exp1_login_modal,variant_b,2024-06-13T20:30:07
ORD-009968,exp1_login_modal,control,2024-01-27T22:46:21
ORD-009970,exp1_login_modal,variant_b,2024-04-07T06:39:40
ORD-009971,exp1_login_modal,control,2024-04-01T20:13:21
ORD-009973,exp1_login_modal,variant_b,2024-04-30T17:21:04
ORD-009974,exp1_login_modal,control,2024-02-25T13:35:04
ORD-009976,exp1_login_modal,variant_b,2024-04-03T16:03:55
ORD-009977,exp1_login_modal,variant_b,2024-04-11T11:22:38
ORD-009979,exp1_login_modal,control,2024-02-01T18:06:52
ORD-009981,exp1_login_modal,control,2024-05-19T13:51:13
ORD-009983,exp1_login_modal,control,2024-03-14T14:21:19
ORD-009984,exp1_login_modal,control,2024-04-10T22:17:31
ORD-009985,exp1_login_modal,control,2024-05-29T10:51:01
ORD-009989,exp1_login_modal,variant_b,2024-05-09T04:32:02
ORD-009990,exp1_login_modal,control,2024-05-10T20:34:30
ORD-009996,exp1_login_modal,control,2024-06-28T21:30:40
ORD-009997,exp1_login_modal,control,2024-04-21T07:25:30
ORD-009998,exp1_login_modal,control,2024-04-10T04:02:12
ORD-000283,exp2_reengage_nudge,control,2024-04-24T22:01:38
ORD-000157,exp2_reengage_nudge,control,2024-04-26T00:02:52
ORD-004293,exp2_reengage_nudge,variant_b,2024-01-20T18:31:38
ORD-009692,exp2_reengage_nudge,variant_b,2024-01-08T09:53:18
ORD-005873,exp2_reengage_nudge,variant_b,2024-02-06T04:03:50
ORD-002426,exp2_reengage_nudge,control,2024-02-23T20:01:13
ORD-001637,exp2_reengage_nudge,variant_b,2024-01-13T00:57:04
ORD-003081,exp2_reengage_nudge,variant_b,2024-03-23T07:16:31
ORD-000586,exp2_reengage_nudge,control,2024-03-09T21:30:33
ORD-008503,exp2_reengage_nudge,variant_b,2024-02-08T12:29:38
ORD-005836,exp2_reengage_nudge,control,2024-03-11T02:24:34
ORD-006560,exp2_reengage_nudge,variant_b,2024-04-06T09:12:55
ORD-004057,exp2_reengage_nudge,variant_b,2024-03-16T13:17:26
ORD-006349,exp2_reengage_nudge,variant_b,2024-05-20T15:28:34
ORD-009995,exp2_reengage_nudge,variant_b,2024-06-25T01:26:31
ORD-001766,exp2_reengage_nudge,control,2024-02-22T18:57:47
ORD-000359,exp2_reengage_nudge,variant_b,2024-06-23T13:07:40
ORD-009923,exp2_reengage_nudge,control,2024-02-29T20:33:56
ORD-008347,exp2_reengage_nudge,control,2024-04-03T07:00:55
ORD-009003,exp2_reengage_nudge,variant_b,2024-06-14T22:23:52
ORD-003680,exp2_reengage_nudge,variant_b,2024-05-27T01:12:51
ORD-006246,exp2_reengage_nudge,variant_b,2024-06-11T02:53:24
